,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
13752,Lodhran-II,NA-161,MIAN MUHAMMAD SHAFIQ,Pakistan Tehreek-e-Insaf,121809,258848,4924,263772,456927,57.73%,2018
13753,Lodhran-II,NA-161,IFFAT TAHIRA,Allah-o-Akbar Tehreek,965, , , , ,57.73%,2018
13754,Lodhran-II,NA-161,Ayesha Gulalai Wazir,Pakistan Tehreek-e-Insaf-Gulalai,1614, , , , ,57.73%,2018
13755,Lodhran-II,NA-161,MUHAMMAD AMIR IQBAL SHAH,Independent,174, , , , ,57.73%,2018
13756,Lodhran-II,NA-161,ZIA UR REHMAN TAMIMI,Muttahida Majlis-e-Amal Pakistan,808, , , , ,57.73%,2018
13757,Lodhran-II,NA-161,MUHAMMAD UMAIR BALOOCH,Independent,131, , , , ,57.73%,2018
13758,Lodhran-II,NA-161,SYED IMRAN RAZA GILANI,Independent,3436, , , , ,57.73%,2018
13759,Lodhran-II,NA-161,SALEEM ABBAS,Saraiskistan Democratic Party,717, , , , ,57.73%,2018
13760,Lodhran-II,NA-161,MIAN SAJID,Independent,5773, , , , ,57.73%,2018
13761,Lodhran-II,NA-161,KHAN MUHAMMAD SIDDIQUE KHAN BALOOCH,Pakistan Muslim League (N),116093, , , , ,57.73%,2018
13762,Lodhran-II,NA-161,WASEEM AHMAD,Independent,164, , , , ,57.73%,2018
13763,Lodhran-II,NA-161,MUHAMMAD IQBAL SHAH,Independent,192, , , , ,57.73%,2018
13764,Lodhran-II,NA-161,MUHAMMAD AKRAM QASIR,Tehreek-e-Labbaik Pakistan,4459, , , , ,57.73%,2018
13765,Lodhran-II,NA-161,MUHAMMAD MUSHTAQ MALIK,Pakistan Aman Tehreek.,1712, , , , ,57.73%,2018
13766,Lodhran-II,NA-161,SYED MUHAMMAD AZHAR SHAH,Independent,801, , , , ,57.73%,2018
13767,Vehari-I,NA-162,Choudhary Faqir Ahmad,Pakistan Muslim League (N),81956,230227,6623,236850,423613,55.91%,2018
13768,Vehari-I,NA-162,Shagufta Chaudhry,Independent,323, , , , ,55.91%,2018
13769,Vehari-I,NA-162,Irshad Ahmed,Independent,9241, , , , ,55.91%,2018
13770,Vehari-I,NA-162,Shaheen Iqbal,Muttahida Majlis-e-Amal Pakistan,1697, , , , ,55.91%,2018
13771,Vehari-I,NA-162,Ayesha Nazir,Independent,64766, , , , ,55.91%,2018
13772,Vehari-I,NA-162,Khalid Mahmood Chohaan,Pakistan Tehreek-e-Insaf,58602, , , , ,55.91%,2018
13773,Vehari-I,NA-162,Kamran Yousaf Ghuman,Pakistan Peoples Party Parliamentarians,2710, , , , ,55.91%,2018
13774,Vehari-I,NA-162,Malik Zulfiqar Hussain Awan,Pakistan Kissan Ittehad(Ch. Anwar),468, , , , ,55.91%,2018
13775,Vehari-I,NA-162,Dewan Ghulam Fareed Sajid,Tehreek-e-Labbaik Pakistan,10464, , , , ,55.91%,2018
13776,Vehari-II,NA-163,Sajid Mehdi,Pakistan Muslim League (N),70325,211965,6491,218456,377502,57.87%,2018
13777,Vehari-II,NA-163,Arifa Nazir,Independent,29243, , , , ,57.87%,2018
13778,Vehari-II,NA-163,Ghulam Murtaza,Pakistan Human Party,5086, , , , ,57.87%,2018
13779,Vehari-II,NA-163,Muhammad Akram,Independent,983, , , , ,57.87%,2018
13780,Vehari-II,NA-163,Muhammad Anwar,Pakistan Kissan Ittehad(Ch. Anwar),4663, , , , ,57.87%,2018
13781,Vehari-II,NA-163,Muhammad Ishaq Khan Khakwani,Pakistan Tehreek-e-Insaf,56873, , , , ,57.87%,2018
13782,Vehari-II,NA-163,Muhammad Javed Khan,Independent,1584, , , , ,57.87%,2018
13783,Vehari-II,NA-163,Natasha Daultana,Pakistan Peoples Party Parliamentarians,27723, , , , ,57.87%,2018
13784,Vehari-II,NA-163,Syed Muhammad Ismail Shah,Tehreek-e-Labbaik Pakistan,15485, , , , ,57.87%,2018
13785,Vehari-III,NA-164,Tahir Iqbal,Pakistan Tehreek-e-Insaf,82084,229456,5569,235025,408197,57.58%,2018
13786,Vehari-III,NA-164,Abdul Waheed,Independent,1014, , , , ,57.58%,2018
13787,Vehari-III,NA-164,AFTAB AHMAD KHAN KHICHI,Independent,1688, , , , ,57.58%,2018
13788,Vehari-III,NA-164,Begum Tehmina Doultana,Pakistan Muslim League (N),68198, , , , ,57.58%,2018
13789,Vehari-III,NA-164,Ghulam Sarwar Khan Khichi,Pakistan Peoples Party Parliamentarians,2625, , , , ,57.58%,2018
13790,Vehari-III,NA-164,Malik Azmat Ullah Khan,Independent,1201, , , , ,57.58%,2018
13791,Vehari-III,NA-164,Muhammad Ashraf Khalid,Tehreek-e-Labbaik Pakistan,11066, , , , ,57.58%,2018
13792,Vehari-III,NA-164,Muhammad Farooq Irshad,Jamhoori Wattan Party,156, , , , ,57.58%,2018
13793,Vehari-III,NA-164,Muhammad Ghafir,Amun Taraqqi Party,181, , , , ,57.58%,2018
13794,Vehari-III,NA-164,Muhammad Naeem Akhtar Khan,Independent,32312, , , , ,57.58%,2018
13795,Vehari-III,NA-164,Rana Fakhar Islam,Independent,2829, , , , ,57.58%,2018
13796,Vehari-III,NA-164,Sagheer Ahmad,Independent,25406, , , , ,57.58%,2018
13797,Vehari-III,NA-164,Shoukat Ali,Independent,491, , , , ,57.58%,2018
13798,Vehari-III,NA-164,Zafar Ali,Independent,205, , , , ,57.58%,2018
13799,Vehari-IV,NA-165,Aurangzeb Khan Khichi,Pakistan Tehreek-e-Insaf,99287,213822,4170,217992,386581,56.39%,2018
13800,Vehari-IV,NA-165,Abdullah Hayat Khan,Independent,274, , , , ,56.39%,2018
13801,Vehari-IV,NA-165,Ahmad Nawaz Khan Khichi,Independent,1045, , , , ,56.39%,2018
13802,Vehari-IV,NA-165,Asif Saeed,Independent,741, , , , ,56.39%,2018
13803,Vehari-IV,NA-165,Ghulam Mustafa,Tehreek-e-Labbaik Pakistan,8162, , , , ,56.39%,2018
13804,Vehari-IV,NA-165,Haq Dad Ali Khan,Independent,2009, , , , ,56.39%,2018
13805,Vehari-IV,NA-165,Mahmood Hayat Khan,Pakistan Peoples Party Parliamentarians,15383, , , , ,56.39%,2018
13806,Vehari-IV,NA-165,Mian Majid Nawaz,Independent,21405, , , , ,56.39%,2018
13807,Vehari-IV,NA-165,Saeed Ahmad Khan Manais,Pakistan Muslim League (N),65536, , , , ,56.39%,2018
13808,Bahawalnagar-I,NA-166,Muhammad Abdul Ghafar Wattoo,Independent,101811,219458,5156,224614,356995,62.92%,2018
13809,Bahawalnagar-I,NA-166,Muhammad Arshad Khan,Tehreek-e-Labbaik Pakistan,18084, , , , ,62.92%,2018
13810,Bahawalnagar-I,NA-166,Nazia Ayoub,Pakistan Peoples Party Parliamentarians,4127, , , , ,62.92%,2018
13811,Bahawalnagar-I,NA-166,Shah Sawar,Independent,786, , , , ,62.92%,2018
13812,Bahawalnagar-I,NA-166,Syed Muhammad Asghar,Pakistan Tehreek-e-Insaf,93020, , , , ,62.92%,2018
13813,Bahawalnagar-I,NA-166,Syed Nazar Mahmood Shah,Independent,1630, , , , ,62.92%,2018
13814,Bahawalnagar-II,NA-167,Alam Dad Laleka,Pakistan Muslim League (N),91349,209060,6500,215560,379417,56.81%,2018
13815,Bahawalnagar-II,NA-167,Arslan Khan Khakwani,Muttahida Majlis-e-Amal Pakistan,3127, , , , ,56.81%,2018
13816,Bahawalnagar-II,NA-167,Ishrat Bagum,Independent,228, , , , ,56.81%,2018
13817,Bahawalnagar-II,NA-167,Mian Mumtaz Ahmad,Independent,1357, , , , ,56.81%,2018
13818,Bahawalnagar-II,NA-167,Mian Mumtaz Ahmed Mutayana,Independent,0, , , , ,56.81%,2018
13819,Bahawalnagar-II,NA-167,Muhammad Akram Tahir,Independent,3297, , , , ,56.81%,2018
13820,Bahawalnagar-II,NA-167,Muhammad Aslam,Independent,3569, , , , ,56.81%,2018
13821,Bahawalnagar-II,NA-167,Muhammad Azam,Independent,22041, , , , ,56.81%,2018
13822,Bahawalnagar-II,NA-167,Muhammad Ijaz Ul Haq,Pakistan Muslim League(Z),823, , , , ,56.81%,2018
13823,Bahawalnagar-II,NA-167,Muhammad Rauf,Independent,390, , , , ,56.81%,2018
13824,Bahawalnagar-II,NA-167,Muhammad Shahzad,Independent,6344, , , , ,56.81%,2018
13825,Bahawalnagar-II,NA-167,Shoukat Ali Laleka,Independent,11962, , , , ,56.81%,2018
13826,Bahawalnagar-II,NA-167,Syed Fazal Mehmood Shah,Pakistan Peoples Party Parliamentarians,4848, , , , ,56.81%,2018
13827,Bahawalnagar-II,NA-167,Syed Muzzammil Hussain Shah,Tehreek-e-Labbaik Pakistan,10199, , , , ,56.81%,2018
13828,Bahawalnagar-III,NA-168,Ehsan Ul Haq Bajwa,Pakistan Muslim League (N),124218,227221,4212,231433,402412,56.51%,2018
13829,Bahawalnagar-III,NA-168,Abdul Majeed,Pakistan Peoples Party Parliamentarians,2765, , , , ,56.51%,2018
13830,Bahawalnagar-III,NA-168,Tariq Aziz,Pak Sarzameen Party,614, , , , ,56.51%,2018
13831,Bahawalnagar-III,NA-168,Muhammad Ijaz Ul Haq,Independent,4973, , , , ,56.51%,2018
13832,Bahawalnagar-III,NA-168,Zafar Iqbal Chaudhary,Independent,9262, , , , ,56.51%,2018
13833,Bahawalnagar-III,NA-168,Fatima Tahir Cheema,Pakistan Tehreek-e-Insaf,74517, , , , ,56.51%,2018
13834,Bahawalnagar-III,NA-168,Zaheer ilyas,Pakistan Awami Raj,670, , , , ,56.51%,2018
13835,Bahawalnagar-III,NA-168,Kashif Sana,Independent,648, , , , ,56.51%,2018
13836,Bahawalnagar-III,NA-168,Khalil Ur Rehman,Tehreek-e-Labbaik Pakistan,9554, , , , ,56.51%,2018
13837,Bahawalnagar-IV,NA-169,NOOR UL HASSAN TANVIR,Pakistan Muslim League (N),91763,242832,4949,247781,410644,60.34%,2018
13838,Bahawalnagar-IV,NA-169,ABRAR AZAM,Pakistan Peoples Party (Shaheed Bhutto),474, , , , ,60.34%,2018
13839,Bahawalnagar-IV,NA-169,AHMAD KHAN KAMOKA,Tehreek-e-Labbaik Pakistan,17894, , , , ,60.34%,2018
13840,Bahawalnagar-IV,NA-169,Ghulam Murtaza,Independent,3752, , , , ,60.34%,2018
13841,Bahawalnagar-IV,NA-169,ISHRAT MANZOOR,Muttahida Majlis-e-Amal Pakistan,1529, , , , ,60.34%,2018
13842,Bahawalnagar-IV,NA-169,Khadija Khanam,Independent,2031, , , , ,60.34%,2018
13843,Bahawalnagar-IV,NA-169,Muhammad Anwar,Independent,359, , , , ,60.34%,2018
13844,Bahawalnagar-IV,NA-169,Muhammad Ijaz Ul Haq,Pakistan Muslim League (F),72461, , , , ,60.34%,2018
13845,Bahawalnagar-IV,NA-169,MUHAMMAD ISMAIL,Amun Taraqqi Party,87, , , , ,60.34%,2018
13846,Bahawalnagar-IV,NA-169,MUHAMMAD YOUSAF GOURI,All Pakistan Muslim League,432, , , , ,60.34%,2018
13847,Bahawalnagar-IV,NA-169,SHOUKAT MEHMOOD,Independent,52050, , , , ,60.34%,2018
13848,Bahawalpur-I,NA-170,MUHAMMAD FAROOQ AZAM MALIK,Pakistan Tehreek-e-Insaf,84495,185464,3112,188576,360608,52.29%,2018
13849,Bahawalpur-I,NA-170,ALAMGIR MANSHA,Independent,116, , , , ,52.29%,2018
13850,Bahawalpur-I,NA-170,MEHMOOD UL HASSAN,Tehreek-e-Labbaik Pakistan,5241, , , , ,52.29%,2018
13851,Bahawalpur-I,NA-170,MIAN SHAHID IQBAL,Independent,40, , , , ,52.29%,2018
13852,Bahawalpur-I,NA-170,MUHAMMAD ANWAR,Independent,145, , , , ,52.29%,2018
13853,Bahawalpur-I,NA-170,MUHAMMAD BALIGH UR REHMAN,Pakistan Muslim League (N),74694, , , , ,52.29%,2018
13854,Bahawalpur-I,NA-170,MUHAMMAD USMAN FAROOQ,Independent,125, , , , ,52.29%,2018
13855,Bahawalpur-I,NA-170,NAHEED MALIK,Independent,45, , , , ,52.29%,2018
13856,Bahawalpur-I,NA-170,SHAZIA NOUREEN,All Pakistan Muslim League,511, , , , ,52.29%,2018
13857,Bahawalpur-I,NA-170,SYED IRFAN AHMED GARDEZI,Pakistan Peoples Party Parliamentarians,5039, , , , ,52.29%,2018
13858,Bahawalpur-I,NA-170,SYED WASEEM AKHTAR,Muttahida Majlis-e-Amal Pakistan,14821, , , , ,52.29%,2018
13859,Bahawalpur-I,NA-170,SYED ZEESHAN AKHTER,Independent,192, , , , ,52.29%,2018
13860,Bahawalpur-II,NA-171,Mian Riaz Hussain Pirzada,Pakistan Muslim League (N),99202,236452,6255,242707,404823,59.95%,2018
13861,Bahawalpur-II,NA-171,Choudhary Tariq Bashir Cheema,Independent,23012, , , , ,59.95%,2018
13862,Bahawalpur-II,NA-171,Khan Khuda Yar Khan,Tehreek-e-Labbaik Pakistan,7418, , , , ,59.95%,2018
13863,Bahawalpur-II,NA-171,Hafiz Khair Muhammad,Muttahida Majlis-e-Amal Pakistan,1776, , , , ,59.95%,2018
13864,Bahawalpur-II,NA-171,choudhary Naeem ud Din Warraich,Pakistan Tehreek-e-Insaf,88297, , , , ,59.95%,2018
13865,Bahawalpur-II,NA-171,Syed Salman Ahmad Gardezi,Pakistan Peoples Party Parliamentarians,15738, , , , ,59.95%,2018
13866,Bahawalpur-II,NA-171,Aleem Ullah Warraich,Independent,979, , , , ,59.95%,2018
13867,Bahawalpur-III,NA-172,Chaudhary Tariq Bashir Cheema,Pakistan Muslim League,106383,224681,4594,229275,357821,64.08%,2018
13868,Bahawalpur-III,NA-172,Aleem Ullah Warraich,Independent,620, , , , ,64.08%,2018
13869,Bahawalpur-III,NA-172,Farzana Rauf,Independent,744, , , , ,64.08%,2018
13870,Bahawalpur-III,NA-172,Hamid Sufyan,Pakistan Peoples Party Parliamentarians,5783, , , , ,64.08%,2018
13871,Bahawalpur-III,NA-172,Saud Majeed,Pakistan Muslim League (N),101971, , , , ,64.08%,2018
13872,Bahawalpur-III,NA-172,Zulfiqar Ali,Tehreek-e-Labbaik Pakistan,9180, , , , ,64.08%,2018
13873,Bahawalpur-IV,NA-173,MIAN NAJEEB UD DIN AWAISI,Pakistan Muslim League (N),86142,210049,8413,218462,389937,56.02%,2018
13874,Bahawalpur-IV,NA-173,KHADEEJA AAMIR,Pakistan Tehreek-e-Insaf,60211, , , , ,56.02%,2018
13875,Bahawalpur-IV,NA-173,MAKHDOOM SYED ALI HASSAN GILLANI,Pakistan Peoples Party Parliamentarians,44892, , , , ,56.02%,2018
13876,Bahawalpur-IV,NA-173,MALIK YASIR YAR WARAN,Independent,6664, , , , ,56.02%,2018
13877,Bahawalpur-IV,NA-173,MUHAMMAD JAMIL,Independent,2698, , , , ,56.02%,2018
13878,Bahawalpur-IV,NA-173,RUKHSANA JABEEN,Tehreek-e-Labbaik Pakistan,6039, , , , ,56.02%,2018
13879,Bahawalpur-IV,NA-173,Sahibzada Shahzain Abbasi,Independent,3403, , , , ,56.02%,2018
13880,Bahawalpur-V,NA-174,Makhdoom Syed Sami ul Hassan Gillani,Pakistan Tehreek-e-Insaf,63884,187100,6925,194025,368433,52.68%,2018
13881,Bahawalpur-V,NA-174,ARIF AZIZ SHEIKH,Independent,2720, , , , ,52.68%,2018
13882,Bahawalpur-V,NA-174,Makhdoom Syed Ali Hassan Gillani,Pakistan Peoples Party Parliamentarians,51359, , , , ,52.68%,2018
13883,Bahawalpur-V,NA-174,MALIK KHALID MEHMOOD BABAR,Independent,7571, , , , ,52.68%,2018
13884,Bahawalpur-V,NA-174,MUHAMMAD SALEEM MUGHAL,Independent,791, , , , ,52.68%,2018
13885,Bahawalpur-V,NA-174,PRINCE BAHAWAL ABBAS ABBASI,Independent,58092, , , , ,52.68%,2018
13886,Bahawalpur-V,NA-174,RAHEEM BAKHSH,Independent,1294, , , , ,52.68%,2018
13887,Bahawalpur-V,NA-174,Sajid Hussain,Pakistan Quami Yakjehti Party,575, , , , ,52.68%,2018
13888,Bahawalpur-V,NA-174,SHEHREEN ARSHAD,Independent,814, , , , ,52.68%,2018
13889,RahimYar,NA-175,Syed Mobeen Ahmed,Pakistan Tehreek-e-Insaf,96967,236534,6210,242744,429706,56.49%,2018
13890,RahimYar,NA-175,Khawaja Muhammad Asgher Koreja,Independent,4510, , , , ,56.49%,2018
13891,RahimYar,NA-175,Muhammad Zubair,Independent,774, , , , ,56.49%,2018
13892,RahimYar,NA-175,Ghulam Mustafa Sabar,Muttahida Majlis-e-Amal Pakistan,1588, , , , ,56.49%,2018
13893,RahimYar,NA-175,Syed Hamid Saeed Kazmi,Independent,39357, , , , ,56.49%,2018
13894,RahimYar,NA-175,Mian Faiz Ul Hassan,Independent,444, , , , ,56.49%,2018
13895,RahimYar,NA-175,Khawaja Ghulam Rasool Kureja,Pakistan Peoples Party Parliamentarians,89113, , , , ,56.49%,2018
13896,RahimYar,NA-175,Nazia Parveen,Tehreek-e-Labbaik Pakistan,1685, , , , ,56.49%,2018
13897,RahimYar,NA-175,Muhammad Ilyas,Independent,2096, , , , ,56.49%,2018
13898,RahimYar,NA-176,SHEIKH FAYYAZ UD DIN,Pakistan Muslim League (N),78536,211149,5080,216229,394282,54.84%,2018
13899,RahimYar,NA-176,MIAN ABDUS SATTAR,Independent,191, , , , ,54.84%,2018
13900,RahimYar,NA-176,Hafiz Muhammad Tahir Zeeshan,Independent,1146, , , , ,54.84%,2018
13901,RahimYar,NA-176,CHAUDHRY MUHAMMAD AKMAL SIDDIQUE,Independent,333, , , , ,54.84%,2018
13902,RahimYar,NA-176,SYED TANVIR HUSSAIN,Pakistan Peoples Party Parliamentarians,39949, , , , ,54.84%,2018
13903,RahimYar,NA-176,MUHAMMAD MAJEED,Pakistan Supreme Democratic,708, , , , ,54.84%,2018
13904,RahimYar,NA-176,MUHAMMAD AZHAR,Independent,23534, , , , ,54.84%,2018
13905,RahimYar,NA-176,JUNAID RIAZ,Independent,547, , , , ,54.84%,2018
13906,RahimYar,NA-176,AMMAD UD DIN,Independent,5020, , , , ,54.84%,2018
13907,RahimYar,NA-176,SYED MUHAMMAD ABID SHAH,Independent,348, , , , ,54.84%,2018
13908,RahimYar,NA-176,CHAUDHRY MUHAMMAD EJAZ SHAFI,Independent,977, , , , ,54.84%,2018
13909,RahimYar,NA-176,MIAN GHOUS MUHAMMAD,Pakistan Tehreek-e-Insaf,59860, , , , ,54.84%,2018
13910,RahimYar,NA-177,Makhdoom Khusro Bukhtyar,Pakistan Tehreek-e-Insaf,100768,216718,7118,223836,409141,54.71%,2018
13911,RahimYar,NA-177,Nazir Ahmed,Independent,4097, , , , ,54.71%,2018
13912,RahimYar,NA-177,Makhdoom Imad ud Din Hashmi,Independent,3304, , , , ,54.71%,2018
13913,RahimYar,NA-177,Ghulam Kibria,Muttahida Majlis-e-Amal Pakistan,2091, , , , ,54.71%,2018
13914,RahimYar,NA-177,Rukhsana Kousar,Tehreek-e-Labbaik Pakistan,3298, , , , ,54.71%,2018
13915,RahimYar,NA-177,Makhdoom Tahir Rashid ud Din,Independent,298, , , , ,54.71%,2018
13916,RahimYar,NA-177,Makhdoom Moeen ud Din Ali,Pakistan Muslim League (N),31842, , , , ,54.71%,2018
13917,RahimYar,NA-177,Sardar Muhammad Nawaz Khan,Independent,2710, , , , ,54.71%,2018
13918,RahimYar,NA-177,Muhammad Ahsan Abid,Independent,309, , , , ,54.71%,2018
13919,RahimYar,NA-177,Jamshed Ahmed,Pakistan Awami Raj,2118, , , , ,54.71%,2018
13920,RahimYar,NA-177,Makhdoom Shahab ud Din,Pakistan Peoples Party Parliamentarians,64645, , , , ,54.71%,2018
13921,RahimYar,NA-177,Syed Ibrar Hussain Shah,Independent,1238, , , , ,54.71%,2018
13922,RahimYar,NA-178,SYED MUSTAFA MAHMUD,Pakistan Peoples Party Parliamentarians,93044,197373,6934,204307,363566,56.20%,2018
13923,RahimYar,NA-178,Muhammad Safder Khan Laghari,Independent,3960, , , , ,56.20%,2018
13924,RahimYar,NA-178,MUHAMMAD TARIQ,Pakistan Muslim League (N),50723, , , , ,56.20%,2018
13925,RahimYar,NA-178,RAIS MUHAMMAD MAHBOOB AHMED,Pakistan Tehreek-e-Insaf,49646, , , , ,56.20%,2018
13926,RahimYar,NA-179,JAVED IQBAL,Pakistan Tehreek-e-Insaf,110827,249334,4009,253343,442531,57.25%,2018
13927,RahimYar,NA-179,QAMAR JAVED,Independent,1872, , , , ,57.25%,2018
13928,RahimYar,NA-179,NOOR AHMAD SIALL,Muttahida Majlis-e-Amal Pakistan,3848, , , , ,57.25%,2018
13929,RahimYar,NA-179,AZAM SHABBIR,Independent,257, , , , ,57.25%,2018
13930,RahimYar,NA-179,ALI AHMED SHAH,Tehreek-e-Labbaik Islam,501, , , , ,57.25%,2018
13931,RahimYar,NA-179,MUHAMMAD AAMIR SHAHBAZ,Pakistan Peoples Party Parliamentarians,35709, , , , ,57.25%,2018
13932,RahimYar,NA-179,ABDUL RASHEED AHMAD,Pakistan Tehreek-e-Insaf Nazriati,111, , , , ,57.25%,2018
13933,RahimYar,NA-179,MIAN IMTIAZ AHMAD,Pakistan Muslim League (N),88795, , , , ,57.25%,2018
13934,RahimYar,NA-179,HAFIZA FARAH NAZ,Tehreek-e-Labbaik Pakistan,3218, , , , ,57.25%,2018
13935,RahimYar,NA-179,Shahid Hameed,Allah-o-Akbar Tehreek,2002, , , , ,57.25%,2018
13936,RahimYar,NA-179,Javed Iqbal,Independent,1848, , , , ,57.25%,2018
13937,RahimYar,NA-179,SAJID IQBAL,Independent,346, , , , ,57.25%,2018
13938,RahimYar,NA-180,Syed Murtaza Mahmud,Pakistan Peoples Party Parliamentarians,71988,220665,6957,227640,386772,58.86%,2018
13939,RahimYar,NA-180,Chaudhary Muhammad Shafique Anwar,Independent,123, , , , ,58.86%,2018
13940,RahimYar,NA-180,Hafiz Asif Rasheed,Independent,426, , , , ,58.86%,2018
13941,RahimYar,NA-180,Muhammad Akram,Pakistan Tehreek-e-Insaf Nazriati,855, , , , ,58.86%,2018
13942,RahimYar,NA-180,Muhammad Arshad,Independent,624, , , , ,58.86%,2018
13943,RahimYar,NA-180,MUHAMMAD ARSHAD KHAN LEGHARI,Pakistan Muslim League (N),54990, , , , ,58.86%,2018
13944,RahimYar,NA-180,MUHAMMAD SAFDAR KHAN LEGHARI,Independent,703, , , , ,58.86%,2018
13945,RahimYar,NA-180,NADEEM ABBAS CHEEMA,Independent,37145, , , , ,58.86%,2018
13946,RahimYar,NA-180,Nazim Hussain Saeed,Tehreek-e-Labbaik Pakistan,4709, , , , ,58.86%,2018
13947,RahimYar,NA-180,SAGHEER ABBAS,Independent,1035, , , , ,58.86%,2018
13948,RahimYar,NA-180,Sardar Rafique Haider khan Laghari,Pakistan Tehreek-e-Insaf,46517, , , , ,58.86%,2018
13949,RahimYar,NA-180,Tahir Ali,Allah-o-Akbar Tehreek,1550, , , , ,58.86%,2018
13950,Muzaffargarh-I,NA-181,Muhammad Shabbir Ali,Independent,64012,197827,6515,204342,326617,62.56%,2018
13951,Muzaffargarh-I,NA-181,Ahmad Yar,Independent,1044, , , , ,62.56%,2018
13952,Muzaffargarh-I,NA-181,Benazir Fatima,Allah-o-Akbar Tehreek,1314, , , , ,62.56%,2018
13953,Muzaffargarh-I,NA-181,Farooq ur Rehman,Independent,740, , , , ,62.56%,2018
13954,Muzaffargarh-I,NA-181,Iftikhar Ali,Pakistan National Muslim League,199, , , , ,62.56%,2018
13955,Muzaffargarh-I,NA-181,Ihsan ul Haq Ahsan,Pakistan Peoples Party Parliamentarians,19599, , , , ,62.56%,2018
13956,Muzaffargarh-I,NA-181,Khalida Perveen,Independent,604, , , , ,62.56%,2018
13957,Muzaffargarh-I,NA-181,Malik Ghulam Mustafa Khar,Pakistan Tehreek-e-Insaf,48858, , , , ,62.56%,2018
13958,Muzaffargarh-I,NA-181,Malik Sulatan Mehmood,Independent,54253, , , , ,62.56%,2018
13959,Muzaffargarh-I,NA-181,Muhammad Ashraf khan Rind,Independent,3817, , , , ,62.56%,2018
13960,Muzaffargarh-I,NA-181,Muhammad Sajjad Shahid,Independent,3387, , , , ,62.56%,2018
13961,Muzaffargarh-II,NA-182,Mahar Irshad Ahmad Khan,Pakistan Peoples Party Parliamentarians,53054,197599,6491,204090,334653,60.99%,2018
13962,Muzaffargarh-II,NA-182,Amaan Ullah,Independent,1238, , , , ,60.99%,2018
13963,Muzaffargarh-II,NA-182,Hammad Nawaz Khan,Pakistan Muslim League (N),47642, , , , ,60.99%,2018
13964,Muzaffargarh-II,NA-182,Imtiaz Hussain,Independent,267, , , , ,60.99%,2018
13965,Muzaffargarh-II,NA-182,Jamshed Ahmed,Pakistan Awami Raj,50566, , , , ,60.99%,2018
13966,Muzaffargarh-II,NA-182,Mehnaz Saeed,Independent,259, , , , ,60.99%,2018
13967,Muzaffargarh-II,NA-182,Muhammad Hussain,Independent,1139, , , , ,60.99%,2018
13968,Muzaffargarh-II,NA-182,Muhammad Kashif Fareed,Independent,73, , , , ,60.99%,2018
13969,Muzaffargarh-II,NA-182,Muhammad Naeem Akhtar,Independent,158, , , , ,60.99%,2018
13970,Muzaffargarh-II,NA-182,Muhammad Yaseen,Independent,690, , , , ,60.99%,2018
13971,Muzaffargarh-II,NA-182,Muhammad Yousif,Independent,861, , , , ,60.99%,2018
13972,Muzaffargarh-II,NA-182,Nawab Zada Muhammad Ahmad Khan Babar,Independent,167, , , , ,60.99%,2018
13973,Muzaffargarh-II,NA-182,Qayoom Nawaz Khan,Independent,78, , , , ,60.99%,2018
13974,Muzaffargarh-II,NA-182,Rana Mushtaq Ahmed,Independent,954, , , , ,60.99%,2018
13975,Muzaffargarh-II,NA-182,Syed Chiragh Ali Gilani,Tehreek-e-Labbaik Pakistan,6604, , , , ,60.99%,2018
13976,Muzaffargarh-II,NA-182,Tehmina Dasti,Pakistan Tehreek-e-Insaf,33849, , , , ,60.99%,2018
13977,Muzaffargarh-III,NA-183,Raza Rabani Khar,Pakistan Peoples Party Parliamentarians,54922,204329,7662,211991,335326,63.22%,2018
13978,Muzaffargarh-III,NA-183,Imtiaz Hussain,Independent,2153, , , , ,63.22%,2018
13979,Muzaffargarh-III,NA-183,Allah Bachaya,Tehreek-e-Labbaik Pakistan,35125, , , , ,63.22%,2018
13980,Muzaffargarh-III,NA-183,Fiaz Hussain,Independent,39922, , , , ,63.22%,2018
13981,Muzaffargarh-III,NA-183,Amjad Noor Muhammad Khan,Independent,901, , , , ,63.22%,2018
13982,Muzaffargarh-III,NA-183,Malik Muhammad Rafeeq Khar,Pakistan Tehreek-e-Insaf,36322, , , , ,63.22%,2018
13983,Muzaffargarh-III,NA-183,Muhammad Arif Khan Baloch,Pakistan Muslim League (N),3050, , , , ,63.22%,2018
13984,Muzaffargarh-III,NA-183,Muhammad Ali Raza Khar,Independent,1220, , , , ,63.22%,2018
13985,Muzaffargarh-III,NA-183,Husnain Raza,Independent,2560, , , , ,63.22%,2018
13986,Muzaffargarh-III,NA-183,Tariq Ahmad Gormani,Independent,16650, , , , ,63.22%,2018
13987,Muzaffargarh-III,NA-183,Muhammad Zeeshan Gurmani,Independent,366, , , , ,63.22%,2018
13988,Muzaffargarh-III,NA-183,Zulfiqar Ali Dasti,Independent,8030, , , , ,63.22%,2018
13989,Muzaffargarh-III,NA-183,Sadam Hussain,Independent,1494, , , , ,63.22%,2018
13990,Muzaffargarh-III,NA-183,Sajid Mehmood Ashraf,Independent,144, , , , ,63.22%,2018
